"sample_id","ind_id","Id_num","ind_time","Sampling_day"
"E003188.21.9","E003188",3,21.9,657
"E003188.22.9","E003188",3,22.9,687
"E003188.24.2","E003188",3,24.2,726
"E003188.24.8","E003188",3,24.8,744
"E003188.25.6","E003188",3,25.6,768
"E003188.27.6","E003188",3,27.6,828
"E003188.28.9","E003188",3,28.9,867
"E003188.30.0","E003188",3,30,900
"E003188.31.7","E003188",3,31.7,951
"E003188.34.0","E003188",3,34,1020
"E003953.2.3","E003953",4,2.3,69
"E003953.3.8","E003953",4,3.8,114
"E003953.5.0","E003953",4,5,150
"E003953.6.0","E003953",4,6,180
"E003953.7.0","E003953",4,7,210
"E003953.8.4","E003953",4,8.4,252
"E003953.9.1","E003953",4,9.1,273
"E003953.10.3","E003953",4,10.3,309
"E003953.12.1","E003953",4,12.1,363
"E003953.13.1","E003953",4,13.1,393
"E003953.13.9","E003953",4,13.9,417
"E003953.15.4","E003953",4,15.4,462
"E003953.16.4","E003953",4,16.4,492
"E003953.17.1","E003953",4,17.1,513
"E003953.18.1","E003953",4,18.1,543
"E003953.20.1","E003953",4,20.1,603
"E003953.20.5","E003953",4,20.5,615
"E003953.23.3","E003953",4,23.3,699
"E003953.25.1","E003953",4,25.1,753
"E003953.26.1","E003953",4,26.1,783
"E003953.27.4","E003953",4,27.4,822
"E003953.28.3","E003953",4,28.3,849
"E003953.29.3","E003953",4,29.3,879
"E003953.30.5","E003953",4,30.5,915
"E003953.30.9","E003953",4,30.9,927
"E003953.33.1","E003953",4,33.1,993
"E003953.34.2","E003953",4,34.2,1026
"E003953.35.3","E003953",4,35.3,1059
"E004628.1.8","E004628",5,1.8,54
"E004628.2.7","E004628",5,2.7,81
"E004628.3.1","E004628",5,3.1,93
"E004628.4.1","E004628",5,4.1,123
"E004628.5.2","E004628",5,5.2,156
"E004628.6.2","E004628",5,6.2,186
"E004628.7.2","E004628",5,7.2,216
"E004628.8.3","E004628",5,8.3,249
"E004628.10.1","E004628",5,10.1,303
"E004628.11.1","E004628",5,11.1,333
"E004628.12.2","E004628",5,12.2,366
"E004628.13.6","E004628",5,13.6,408
"E004628.14.8","E004628",5,14.8,444
"E004628.16.3","E004628",5,16.3,489
"E004628.18.0","E004628",5,18,540
"E004628.19.5","E004628",5,19.5,585
"E004628.20.7","E004628",5,20.7,621
"E004628.22.0","E004628",5,22,660
"E004628.22.5","E004628",5,22.5,675
"E004628.24.5","E004628",5,24.5,735
"E004628.25.5","E004628",5,25.5,765
"E004628.28.5","E004628",5,28.5,855
"E004628.33.5","E004628",5,33.5,1005
"E004628.35.5","E004628",5,35.5,1065
"E004709.2.9","E004709",6,2.9,87
"E004709.4.2","E004709",6,4.2,126
"E004709.5.4","E004709",6,5.4,162
"E004709.7.1","E004709",6,7.1,213
"E004709.8.2","E004709",6,8.2,246
"E004709.9.5","E004709",6,9.5,285
"E004709.10.4","E004709",6,10.4,312
"E004709.11.1","E004709",6,11.1,333
"E004709.12.0","E004709",6,12,360
"E004709.12.8","E004709",6,12.8,384
"E004709.13.7","E004709",6,13.7,411
"E004709.14.9","E004709",6,14.9,447
"E004709.16.4","E004709",6,16.4,492
"E004709.18.7","E004709",6,18.7,561
"E004709.19.5","E004709",6,19.5,585
"E004709.20.8","E004709",6,20.8,624
"E004709.21.7","E004709",6,21.7,651
"E004709.22.6","E004709",6,22.6,678
"E004709.23.2","E004709",6,23.2,696
"E004709.24.7","E004709",6,24.7,741
"E004709.25.7","E004709",6,25.7,771
"E004709.26.5","E004709",6,26.5,795
"E004709.27.3","E004709",6,27.3,819
"E004709.28.1","E004709",6,28.1,843
"E004709.29.1","E004709",6,29.1,873
"E004709.30.0","E004709",6,30,900
"E004709.31.4","E004709",6,31.4,942
"E004709.32.3","E004709",6,32.3,969
"E004709.33.5","E004709",6,33.5,1005
"E004709.34.3","E004709",6,34.3,1029
"E004709.35.3","E004709",6,35.3,1059
"E004898.2.6","E004898",7,2.6,78
"E004898.3.7","E004898",7,3.7,111
"E004898.4.3","E004898",7,4.3,129
"E004898.5.7","E004898",7,5.7,171
"E004898.7.9","E004898",7,7.9,237
"E004898.8.5","E004898",7,8.5,255
"E004898.9.1","E004898",7,9.1,273
"E004898.10.5","E004898",7,10.5,315
"E004898.12.6","E004898",7,12.6,378
"E004898.13.6","E004898",7,13.6,408
"E004898.16.1","E004898",7,16.1,483
"E004898.17.7","E004898",7,17.7,531
"E004898.18.2","E004898",7,18.2,546
"E004898.19.9","E004898",7,19.9,597
"E004898.23.8","E004898",7,23.8,714
"E004898.24.4","E004898",7,24.4,732
"E004898.25.4","E004898",7,25.4,762
"E004898.26.8","E004898",7,26.8,804
"E004898.28.4","E004898",7,28.4,852
"E005786.2.1","E005786",8,2.1,63
"E005786.3.0","E005786",8,3,90
"E005786.4.0","E005786",8,4,120
"E005786.5.0","E005786",8,5,150
"E005786.7.0","E005786",8,7,210
"E005786.8.1","E005786",8,8.1,243
"E005786.9.1","E005786",8,9.1,273
"E005786.10.0","E005786",8,10,300
"E005786.11.1","E005786",8,11.1,333
"E005786.12.0","E005786",8,12,360
"E005786.14.3","E005786",8,14.3,429
"E005786.14.9","E005786",8,14.9,447
"E005786.17.0","E005786",8,17,510
"E005786.18.2","E005786",8,18.2,546
"E005786.19.2","E005786",8,19.2,576
"E005786.20.3","E005786",8,20.3,609
"E005786.21.0","E005786",8,21,630
"E005786.22.2","E005786",8,22.2,666
"E005786.23.0","E005786",8,23,690
"E005786.23.9","E005786",8,23.9,717
"E005786.29.2","E005786",8,29.2,876
"E005786.30.7","E005786",8,30.7,921
"E005786.33.5","E005786",8,33.5,1005
"E005786.35.3","E005786",8,35.3,1059
"E006091.2.0","E006091",9,2,60
"E006091.3.0","E006091",9,3,90
"E006091.3.9","E006091",9,3.9,117
"E006091.5.0","E006091",9,5,150
"E006091.5.5","E006091",9,5.5,165
"E006091.7.9","E006091",9,7.9,237
"E006091.9.0","E006091",9,9,270
"E006091.10.0","E006091",9,10,300
"E006091.11.0","E006091",9,11,330
"E006091.12.0","E006091",9,12,360
"E006091.13.1","E006091",9,13.1,393
"E006091.14.0","E006091",9,14,420
"E006091.15.0","E006091",9,15,450
"E006091.15.8","E006091",9,15.8,474
"E006091.16.9","E006091",9,16.9,507
"E006091.19.2","E006091",9,19.2,576
"E006091.20.0","E006091",9,20,600
"E006091.21.1","E006091",9,21.1,633
"E006091.22.5","E006091",9,22.5,675
"E006091.23.5","E006091",9,23.5,705
"E006091.24.8","E006091",9,24.8,744
"E006091.27.9","E006091",9,27.9,837
"E006091.29.0","E006091",9,29,870
"E006091.29.8","E006091",9,29.8,894
"E006091.31.3","E006091",9,31.3,939
"E006091.32.2","E006091",9,32.2,966
"E006091.32.8","E006091",9,32.8,984
"E006091.34.2","E006091",9,34.2,1026
"E006493.1.7","E006493",10,1.7,51
"E006493.2.6","E006493",10,2.6,78
"E006493.3.8","E006493",10,3.8,114
"E006493.5.3","E006493",10,5.3,159
"E006493.6.0","E006493",10,6,180
"E006493.6.9","E006493",10,6.9,207
"E006493.8.6","E006493",10,8.6,258
"E006493.9.8","E006493",10,9.8,294
"E006493.11.3","E006493",10,11.3,339
"E006493.12.1","E006493",10,12.1,363
"E006493.13.6","E006493",10,13.6,408
"E006493.14.4","E006493",10,14.4,432
"E006493.15.4","E006493",10,15.4,462
"E006493.16.8","E006493",10,16.8,504
"E006493.20.5","E006493",10,20.5,615
"E006493.22.8","E006493",10,22.8,684
"E006493.23.7","E006493",10,23.7,711
"E006493.24.1","E006493",10,24.1,723
"E006493.24.6","E006493",10,24.6,738
"E006493.27.4","E006493",10,27.4,822
"E006493.28.0","E006493",10,28,840
"E006493.29.8","E006493",10,29.8,894
"E006493.31.1","E006493",10,31.1,933
"E006493.31.9","E006493",10,31.9,957
"E006493.34.2","E006493",10,34.2,1026
"E006493.34.5","E006493",10,34.5,1035
"E006493.35.8","E006493",10,35.8,1074
"E006781.1.9","E006781",11,1.9,57
"E006781.3.1","E006781",11,3.1,93
"E006781.3.7","E006781",11,3.7,111
"E006781.4.9","E006781",11,4.9,147
"E006781.5.8","E006781",11,5.8,174
"E006781.7.6","E006781",11,7.6,228
"E006781.8.0","E006781",11,8,240
"E006781.8.7","E006781",11,8.7,261
"E006781.10.0","E006781",11,10,300
"E006781.10.6","E006781",11,10.6,318
"E006781.12.2","E006781",11,12.2,366
"E006781.13.9","E006781",11,13.9,417
"E006781.15.2","E006781",11,15.2,456
"E006781.17.5","E006781",11,17.5,525
"E006781.19.3","E006781",11,19.3,579
"E006781.19.8","E006781",11,19.8,594
"E006781.21.0","E006781",11,21,630
"E006781.22.1","E006781",11,22.1,663
"E006781.24.2","E006781",11,24.2,726
"E006781.35.7","E006781",11,35.7,1071
"E007944.1.7","E007944",12,1.7,51
"E007944.2.8","E007944",12,2.8,84
"E007944.3.7","E007944",12,3.7,111
"E007944.4.7","E007944",12,4.7,141
"E007944.5.7","E007944",12,5.7,171
"E007944.7.8","E007944",12,7.8,234
"E007944.8.9","E007944",12,8.9,267
"E007944.10.0","E007944",12,10,300
"E007944.10.7","E007944",12,10.7,321
"E007944.11.8","E007944",12,11.8,354
"E007944.12.8","E007944",12,12.8,384
"E007944.13.7","E007944",12,13.7,411
"E007944.14.8","E007944",12,14.8,444
"E007944.15.7","E007944",12,15.7,471
"E007944.16.7","E007944",12,16.7,501
"E007944.17.8","E007944",12,17.8,534
"E007944.19.0","E007944",12,19,570
"E007944.19.7","E007944",12,19.7,591
"E007944.21.0","E007944",12,21,630
"E007944.22.7","E007944",12,22.7,681
"E007944.24.2","E007944",12,24.2,726
"E007944.24.9","E007944",12,24.9,747
"E007944.26.8","E007944",12,26.8,804
"E007944.27.0","E007944",12,27,810
"E007944.29.1","E007944",12,29.1,873
"E007944.29.9","E007944",12,29.9,897
"E007944.30.9","E007944",12,30.9,927
"E007944.35.7","E007944",12,35.7,1071
"E010481.2.1","E010481",13,2.1,63
"E010481.2.6","E010481",13,2.6,78
"E010481.4.0","E010481",13,4,120
"E010481.4.9","E010481",13,4.9,147
"E010481.5.8","E010481",13,5.8,174
"E010481.6.8","E010481",13,6.8,204
"E010481.7.9","E010481",13,7.9,237
"E010481.8.9","E010481",13,8.9,267
"E010481.9.7","E010481",13,9.7,291
"E010481.10.7","E010481",13,10.7,321
"E010481.12.0","E010481",13,12,360
"E010481.13.8","E010481",13,13.8,414
"E010481.15.2","E010481",13,15.2,456
"E010481.15.8","E010481",13,15.8,474
"E010481.17.0","E010481",13,17,510
"E010481.18.0","E010481",13,18,540
"E010481.19.0","E010481",13,19,570
"E010481.20.1","E010481",13,20.1,603
"E010481.20.6","E010481",13,20.6,618
"E010481.21.9","E010481",13,21.9,657
"E010481.22.8","E010481",13,22.8,684
"E010481.23.6","E010481",13,23.6,708
"E010481.25.6","E010481",13,25.6,768
"E010481.26.9","E010481",13,26.9,807
"E010481.27.8","E010481",13,27.8,834
"E010481.28.8","E010481",13,28.8,864
"E010481.29.8","E010481",13,29.8,894
"E010481.30.9","E010481",13,30.9,927
"E010481.33.0","E010481",13,33,990
"E010481.34.0","E010481",13,34,1020
"E010481.35.1","E010481",13,35.1,1053
"E010481.35.8","E010481",13,35.8,1074
"E010581.1.7","E010581",14,1.7,51
"E010581.2.7","E010581",14,2.7,81
"E010581.3.6","E010581",14,3.6,108
"E010581.4.8","E010581",14,4.8,144
"E010581.6.1","E010581",14,6.1,183
"E010581.8.9","E010581",14,8.9,267
"E010581.9.7","E010581",14,9.7,291
"E010581.10.6","E010581",14,10.6,318
"E010581.12.1","E010581",14,12.1,363
"E010581.12.8","E010581",14,12.8,384
"E010581.14.0","E010581",14,14,420
"E010581.14.7","E010581",14,14.7,441
"E010581.17.3","E010581",14,17.3,519
"E010581.17.7","E010581",14,17.7,531
"E010581.19.6","E010581",14,19.6,588
"E010581.20.9","E010581",14,20.9,627
"E010581.21.9","E010581",14,21.9,657
"E010581.24.0","E010581",14,24,720
"E010581.27.9","E010581",14,27.9,837
"E010581.29.2","E010581",14,29.2,876
"E010581.29.8","E010581",14,29.8,894
"E010581.36.2","E010581",14,36.2,1086
"E010682.2.1","E010682",15,2.1,63
"E010682.3.1","E010682",15,3.1,93
"E010682.3.9","E010682",15,3.9,117
"E010682.6.0","E010682",15,6,180
"E010682.7.0","E010682",15,7,210
"E010682.8.1","E010682",15,8.1,243
"E010682.9.3","E010682",15,9.3,279
"E010682.9.9","E010682",15,9.9,297
"E010682.11.1","E010682",15,11.1,333
"E010682.12.0","E010682",15,12,360
"E010682.13.2","E010682",15,13.2,396
"E010682.14.9","E010682",15,14.9,447
"E010682.15.8","E010682",15,15.8,474
"E010682.18.0","E010682",15,18,540
"E010682.19.5","E010682",15,19.5,585
"E010682.20.6","E010682",15,20.6,618
"E010682.21.7","E010682",15,21.7,651
"E010682.23.8","E010682",15,23.8,714
"E010682.25.5","E010682",15,25.5,765
"E010682.28.0","E010682",15,28,840
"E010682.30.6","E010682",15,30.6,918
"E010682.34.6","E010682",15,34.6,1038
"E011878.1.8","E011878",16,1.8,54
"E011878.2.9","E011878",16,2.9,87
"E011878.3.8","E011878",16,3.8,114
"E011878.4.5","E011878",16,4.5,135
"E011878.5.7","E011878",16,5.7,171
"E011878.6.8","E011878",16,6.8,204
"E011878.7.9","E011878",16,7.9,237
"E011878.10.2","E011878",16,10.2,306
"E011878.10.8","E011878",16,10.8,324
"E011878.12.0","E011878",16,12,360
"E011878.13.2","E011878",16,13.2,396
"E011878.15.4","E011878",16,15.4,462
"E011878.16.5","E011878",16,16.5,495
"E011878.17.5","E011878",16,17.5,525
"E011878.17.9","E011878",16,17.9,537
"E011878.19.8","E011878",16,19.8,594
"E011878.20.7","E011878",16,20.7,621
"E011878.21.7","E011878",16,21.7,651
"E011878.23.6","E011878",16,23.6,708
"E011878.24.7","E011878",16,24.7,741
"E011878.25.7","E011878",16,25.7,771
"E011878.26.8","E011878",16,26.8,804
"E011878.27.8","E011878",16,27.8,834
"E011878.28.9","E011878",16,28.9,867
"E011878.29.8","E011878",16,29.8,894
"E011878.30.8","E011878",16,30.8,924
"E011878.31.9","E011878",16,31.9,957
"E011878.32.9","E011878",16,32.9,987
"E011878.34.6","E011878",16,34.6,1038
"E011878.35.8","E011878",16,35.8,1074
"E012854.1.9","E012854",17,1.9,57
"E012854.2.4","E012854",17,2.4,72
"E012854.4.1","E012854",17,4.1,123
"E012854.5.2","E012854",17,5.2,156
"E012854.6.0","E012854",17,6,180
"E012854.7.1","E012854",17,7.1,213
"E012854.9.1","E012854",17,9.1,273
"E012854.10.1","E012854",17,10.1,303
"E012854.12.1","E012854",17,12.1,363
"E012854.14.5","E012854",17,14.5,435
"E012854.15.2","E012854",17,15.2,456
"E012854.16.2","E012854",17,16.2,486
"E012854.17.2","E012854",17,17.2,516
"E012854.18.2","E012854",17,18.2,546
"E012854.19.2","E012854",17,19.2,576
"E012854.21.3","E012854",17,21.3,639
"E012854.22.3","E012854",17,22.3,669
"E012854.23.1","E012854",17,23.1,693
"E012854.24.1","E012854",17,24.1,723
"E012854.25.2","E012854",17,25.2,756
"E012854.26.2","E012854",17,26.2,786
"E012854.28.0","E012854",17,28,840
"E012854.29.0","E012854",17,29,870
"E012854.30.0","E012854",17,30,900
"E012854.30.9","E012854",17,30.9,927
"E012854.32.1","E012854",17,32.1,963
"E012854.33.0","E012854",17,33,990
"E012854.34.2","E012854",17,34.2,1026
"E012854.35.1","E012854",17,35.1,1053
"E013094.1.5","E013094",18,1.5,45
"E013094.3.0","E013094",18,3,90
"E013094.6.5","E013094",18,6.5,195
"E013094.7.5","E013094",18,7.5,225
"E013094.8.5","E013094",18,8.5,255
"E013094.9.6","E013094",18,9.6,288
"E013094.10.5","E013094",18,10.5,315
"E013094.13.2","E013094",18,13.2,396
"E013094.14.2","E013094",18,14.2,426
"E013094.15.4","E013094",18,15.4,462
"E013094.17.2","E013094",18,17.2,516
"E013094.18.1","E013094",18,18.1,543
"E013094.19.6","E013094",18,19.6,588
"E013094.20.6","E013094",18,20.6,618
"E013094.21.7","E013094",18,21.7,651
"E013094.22.9","E013094",18,22.9,687
"E013094.23.8","E013094",18,23.8,714
"E013094.25.6","E013094",18,25.6,768
"E013094.26.9","E013094",18,26.9,807
"E013094.27.6","E013094",18,27.6,828
"E013094.28.3","E013094",18,28.3,849
"E013094.30.6","E013094",18,30.6,918
"E013094.34.6","E013094",18,34.6,1038
"E013094.35.6","E013094",18,35.6,1068
"E013505.2.1","E013505",19,2.1,63
"E013505.3.0","E013505",19,3,90
"E013505.4.2","E013505",19,4.2,126
"E013505.5.0","E013505",19,5,150
"E013505.6.0","E013505",19,6,180
"E013505.6.9","E013505",19,6.9,207
"E013505.8.4","E013505",19,8.4,252
"E013505.9.1","E013505",19,9.1,273
"E013505.10.1","E013505",19,10.1,303
"E013505.11.0","E013505",19,11,330
"E013505.12.9","E013505",19,12.9,387
"E013505.14.2","E013505",19,14.2,426
"E013505.15.3","E013505",19,15.3,459
"E013505.16.7","E013505",19,16.7,501
"E013505.17.5","E013505",19,17.5,525
"E013505.20.3","E013505",19,20.3,609
"E013505.22.3","E013505",19,22.3,669
"E013505.24.1","E013505",19,24.1,723
"E013505.25.1","E013505",19,25.1,753
"E013505.29.4","E013505",19,29.4,882
"E013505.30.3","E013505",19,30.3,909
"E013505.31.9","E013505",19,31.9,957
"E013505.34.6","E013505",19,34.6,1038
"E014086.2.5","E014086",20,2.5,75
"E014086.4.0","E014086",20,4,120
"E014086.4.8","E014086",20,4.8,144
"E014086.5.7","E014086",20,5.7,171
"E014086.6.8","E014086",20,6.8,204
"E014086.7.8","E014086",20,7.8,234
"E014086.9.7","E014086",20,9.7,291
"E014086.10.7","E014086",20,10.7,321
"E014086.12.0","E014086",20,12,360
"E014086.12.6","E014086",20,12.6,378
"E014086.13.5","E014086",20,13.5,405
"E014086.14.6","E014086",20,14.6,438
"E014086.15.6","E014086",20,15.6,468
"E014086.16.6","E014086",20,16.6,498
"E014086.17.6","E014086",20,17.6,528
"E014086.18.4","E014086",20,18.4,552
"E014086.19.4","E014086",20,19.4,582
"E014086.20.4","E014086",20,20.4,612
"E014086.21.4","E014086",20,21.4,642
"E014086.22.5","E014086",20,22.5,675
"E014086.23.4","E014086",20,23.4,702
"E014086.24.5","E014086",20,24.5,735
"E014086.26.4","E014086",20,26.4,792
"E014086.28.5","E014086",20,28.5,855
"E014086.30.4","E014086",20,30.4,912
"E014086.32.4","E014086",20,32.4,972
"E014086.33.5","E014086",20,33.5,1005
"E014086.34.4","E014086",20,34.4,1032
"E014086.36.0","E014086",20,36,1080
"E014403.1.3","E014403",21,1.3,39
"E014403.2.2","E014403",21,2.2,66
"E014403.3.2","E014403",21,3.2,96
"E014403.4.2","E014403",21,4.2,126
"E014403.5.2","E014403",21,5.2,156
"E014403.5.8","E014403",21,5.8,174
"E014403.7.3","E014403",21,7.3,219
"E014403.8.2","E014403",21,8.2,246
"E014403.9.3","E014403",21,9.3,279
"E014403.10.2","E014403",21,10.2,306
"E014403.11.2","E014403",21,11.2,336
"E014403.11.9","E014403",21,11.9,357
"E014403.13.5","E014403",21,13.5,405
"E014403.14.3","E014403",21,14.3,429
"E014403.15.2","E014403",21,15.2,456
"E014403.16.2","E014403",21,16.2,486
"E014403.17.5","E014403",21,17.5,525
"E014403.17.9","E014403",21,17.9,537
"E014403.19.1","E014403",21,19.1,573
"E014403.20.2","E014403",21,20.2,606
"E014403.21.3","E014403",21,21.3,639
"E014403.21.5","E014403",21,21.5,645
"E014403.23.4","E014403",21,23.4,702
"E014403.24.7","E014403",21,24.7,741
"E014403.27.0","E014403",21,27,810
"E014403.28.2","E014403",21,28.2,846
"E014403.32.8","E014403",21,32.8,984
"E014403.35.2","E014403",21,35.2,1056
"E016063.1.3","E016063",22,1.3,39
"E016063.2.4","E016063",22,2.4,72
"E016063.3.0","E016063",22,3,90
"E016063.4.0","E016063",22,4,120
"E016063.4.9","E016063",22,4.9,147
"E016063.5.9","E016063",22,5.9,177
"E016063.8.0","E016063",22,8,240
"E016063.9.0","E016063",22,9,270
"E016063.10.0","E016063",22,10,300
"E016063.11.1","E016063",22,11.1,333
"E016063.11.5","E016063",22,11.5,345
"E016063.12.9","E016063",22,12.9,387
"E016063.13.9","E016063",22,13.9,417
"E016063.15.0","E016063",22,15,450
"E016063.16.1","E016063",22,16.1,483
"E016063.17.1","E016063",22,17.1,513
"E016063.17.8","E016063",22,17.8,534
"E016063.19.0","E016063",22,19,570
"E016063.19.9","E016063",22,19.9,597
"E016063.20.9","E016063",22,20.9,627
"E016063.22.8","E016063",22,22.8,684
"E016063.23.0","E016063",22,23,690
"E016063.25.2","E016063",22,25.2,756
"E016063.25.7","E016063",22,25.7,771
"E016063.27.3","E016063",22,27.3,819
"E016063.28.6","E016063",22,28.6,858
"E016063.29.7","E016063",22,29.7,891
"E016063.30.4","E016063",22,30.4,912
"E016063.31.7","E016063",22,31.7,951
"E016063.32.5","E016063",22,32.5,975
"E016063.33.2","E016063",22,33.2,996
"E016063.34.8","E016063",22,34.8,1044
"E016273.2.0","E016273",23,2,60
"E016273.2.9","E016273",23,2.9,87
"E016273.3.9","E016273",23,3.9,117
"E016273.4.9","E016273",23,4.9,147
"E016273.5.8","E016273",23,5.8,174
"E016273.7.3","E016273",23,7.3,219
"E016273.8.1","E016273",23,8.1,243
"E016273.9.0","E016273",23,9,270
"E016273.10.0","E016273",23,10,300
"E016273.11.3","E016273",23,11.3,339
"E016273.11.8","E016273",23,11.8,354
"E016273.14.0","E016273",23,14,420
"E016273.14.9","E016273",23,14.9,447
"E016273.16.0","E016273",23,16,480
"E016273.17.0","E016273",23,17,510
"E016273.17.9","E016273",23,17.9,537
"E016273.19.1","E016273",23,19.1,573
"E016273.20.0","E016273",23,20,600
"E016273.21.0","E016273",23,21,630
"E016273.22.9","E016273",23,22.9,687
"E016273.24.1","E016273",23,24.1,723
"E016273.25.0","E016273",23,25,750
"E016273.26.0","E016273",23,26,780
"E016273.27.0","E016273",23,27,810
"E016273.28.2","E016273",23,28.2,846
"E016273.29.0","E016273",23,29,870
"E016273.30.2","E016273",23,30.2,906
"E016273.31.0","E016273",23,31,930
"E016273.32.1","E016273",23,32.1,963
"E016273.33.2","E016273",23,33.2,996
"E016273.34.2","E016273",23,34.2,1026
"E016273.35.1","E016273",23,35.1,1053
"E016426.1.4","E016426",24,1.4,42
"E016426.2.4","E016426",24,2.4,72
"E016426.3.4","E016426",24,3.4,102
"E016426.4.4","E016426",24,4.4,132
"E016426.5.7","E016426",24,5.7,171
"E016426.6.7","E016426",24,6.7,201
"E016426.7.5","E016426",24,7.5,225
"E016426.9.4","E016426",24,9.4,282
"E016426.11.4","E016426",24,11.4,342
"E016426.13.9","E016426",24,13.9,417
"E016426.14.7","E016426",24,14.7,441
"E016426.16.1","E016426",24,16.1,483
"E016426.17.0","E016426",24,17,510
"E016426.18.1","E016426",24,18.1,543
"E016426.20.4","E016426",24,20.4,612
"E016426.22.9","E016426",24,22.9,687
"E016426.23.7","E016426",24,23.7,711
"E016426.31.0","E016426",24,31,930
"E016426.32.2","E016426",24,32.2,966
"E016426.33.1","E016426",24,33.1,993
"E016426.33.8","E016426",24,33.8,1014
"E016426.34.9","E016426",24,34.9,1047
"E017497.2.3","E017497",25,2.3,69
"E017497.3.6","E017497",25,3.6,108
"E017497.4.3","E017497",25,4.3,129
"E017497.5.3","E017497",25,5.3,159
"E017497.6.3","E017497",25,6.3,189
"E017497.7.3","E017497",25,7.3,219
"E017497.8.3","E017497",25,8.3,249
"E017497.9.3","E017497",25,9.3,279
"E017497.10.4","E017497",25,10.4,312
"E017497.11.4","E017497",25,11.4,342
"E017497.12.3","E017497",25,12.3,369
"E017497.13.2","E017497",25,13.2,396
"E017497.14.4","E017497",25,14.4,432
"E017497.15.3","E017497",25,15.3,459
"E017497.18.4","E017497",25,18.4,552
"E017497.19.4","E017497",25,19.4,582
"E017497.21.3","E017497",25,21.3,639
"E017497.22.2","E017497",25,22.2,666
"E017497.23.2","E017497",25,23.2,696
"E017497.24.3","E017497",25,24.3,729
"E017497.25.2","E017497",25,25.2,756
"E017497.26.3","E017497",25,26.3,789
"E017497.27.2","E017497",25,27.2,816
"E017497.28.3","E017497",25,28.3,849
"E017497.29.3","E017497",25,29.3,879
"E017497.30.3","E017497",25,30.3,909
"E017497.32.3","E017497",25,32.3,969
"E017497.33.3","E017497",25,33.3,999
"E017497.34.2","E017497",25,34.2,1026
"E018286.1.3","E018286",26,1.3,39
"E018286.2.2","E018286",26,2.2,66
"E018286.3.2","E018286",26,3.2,96
"E018286.4.3","E018286",26,4.3,129
"E018286.5.2","E018286",26,5.2,156
"E018286.6.0","E018286",26,6,180
"E018286.7.1","E018286",26,7.1,213
